Label,Score
0,4.228651e-15
0,2.6234334e-10
0,7.623687e-10
0,1.84236e-12
0,1.8476847e-08
0,5.106331e-16
0,5.127836e-11
0,4.568625e-12
0,2.1588117e-15
0,2.902919e-07
0,0.68367314
0,2.1267954e-14
0,3.3160268e-05
0,1.751925e-14
0,7.144997e-21
0,6.281414e-11
0,2.3382574e-10
0,2.1732877e-08
0,4.3174142e-10
0,1.7166977e-13
0,1.6528161e-06
0,1.5642557e-16
0,1.5647518e-15
0,1.1398006e-08
0,7.058956e-13
0,1.6967599e-05
0,1.3346347e-06
0,1.3423058e-09
0,0.0023955957
0,1.9261135e-07
0,6.9302e-18
0,8.6054665e-14
0,3.4517583e-08
0,1.4654191e-07
0,3.102859e-08
0,1.2199073e-05
0,9.1156664e-24
0,1.1155556e-14
0,7.31906e-12
0,1.1967863e-11
0,5.74383e-09
0,5.4911175e-13
0,1.031441e-06
0,1.7903564e-11
0,0.00010596678
0,1.02520194e-10
0,7.900653e-07
0,7.0981795e-16
0,3.3109117e-07
0,1.8716594e-11
0,6.3958836e-17
0,2.1847659e-24
0,3.3698377e-19
0,3.4216385e-19
0,6.467006e-07
0,1.5453177e-09
0,4.714782e-12
0,2.4246345e-12
0,7.362903e-11
0,2.3360265e-08
0,4.1073736e-09
0,1.6458449e-05
0,2.5938561e-12
0,4.285252e-11
0,1.4977854e-08
0,2.2216261e-10
0,5.663309e-07
0,3.343884e-10
0,9.4409e-17
0,4.650149e-08
0,9.933954e-13
0,2.3918072e-19
0,2.4382572e-14
0,4.0987024e-24
0,5.014592e-08
0,0.00019489118
0,2.0748772e-08
0,1.963821e-12
0,1.5563908e-11
0,5.1511616e-13
0,1.735225e-05
0,0.0006816065
0,1.3992491e-07
0,1.5800178e-14
0,2.9621383e-10
0,1.7763289e-11
0,1.35579575e-14
0,6.102906e-08
0,2.3360265e-08
0,3.607331e-12
0,3.6550538e-10
0,6.6802636e-17
0,2.502269e-08
0,1.4732207e-08
0,1.7210615e-09
0,2.6900661e-17
0,2.8614404e-05
0,1.145229e-08
0,4.516663e-06
0,3.5597577e-13
0,2.8831755e-13
0,1.5579413e-11
0,2.572282e-23
0,4.43313e-10
0,4.7075587e-06
0,2.235595e-09
0,5.8911773e-09
0,1.9183866e-13
0,7.859852e-11
0,2.445621e-14
0,1.1477995e-10
0,1.5928864e-11
0,1.0857239e-11
0,8.426014e-05
0,5.970316e-31
0,9.450617e-12
0,5.322935e-13
0,1.2227558e-07
0,6.282959e-15
0,1.0838366e-19
0,2.5562398e-08
0,1.7118798e-11
0,2.8197505e-10
0,3.6538018e-16
0,2.1163644e-09
0,1.0259052e-08
0,3.572526e-16
0,2.1163686e-09
0,0.00018749452
0,6.71197e-05
0,1.3689495e-10
0,2.6125364e-11
0,3.1963798e-13
0,2.9430828e-20
0,2.8551394e-06
0,5.2019183e-10
0,8.3615905e-06
0,3.3179899e-09
0,4.9599613e-16
0,5.1664564e-19
0,2.1003245e-08
0,9.0569705e-12
0,7.643841e-17
0,1.3315411e-26
0,4.3036573e-05
0,5.0288733e-08
0,7.1634365e-16
0,2.3329796e-09
0,1.7300655e-10
0,2.8763366e-17
0,5.807782e-12
0,5.657401e-13
0,1.9625461e-10
0,9.062379e-08
0,2.1089943e-09
0,6.783099e-08
0,3.302296e-23
0,2.3924015e-18
0,5.5012486e-15
0,7.311135e-12
0,4.178793e-09
0,3.848599e-16
0,5.757996e-11
