Label,Score
1,0.9926328
0,0.19066577
0,1.1628144e-10
0,2.297072e-21
0,2.3770657e-09
0,6.9622e-13
0,2.0196717e-21
0,6.9920647e-20
0,3.8841848e-14
0,1.3183546e-11
0,0.52273947
0,7.212072e-10
0,2.6853934e-15
0,2.867544e-14
0,2.0628464e-07
0,1.6654633e-11
0,3.0659345e-10
0,4.3777128e-11
0,0.0003885292
0,1.8059854e-15
0,1.2628834e-13
0,8.974078e-14
0,0.0004029229
0,6.499825e-10
0,1.9922642e-19
0,4.8681106e-16
0,5.973782e-15
0,1.9559939e-15
0,6.400272e-11
0,3.5173307e-14
0,1.5037294e-21
0,1.5926403e-11
0,1.5724789e-20
0,1.1674796e-05
0,0.34089622
0,0.062941745
0,0.6782772
0,1.0031434e-17
0,5.272264e-16
0,1.7201229e-09
0,1.6958024e-08
0,1.6861052e-18
0,1.4549402e-13
0,7.669776e-10
0,1.9354844e-09
0,4.3279643e-19
0,0.51511884
0,7.6765275e-20
0,6.0423355e-10
0,2.3906401e-11
0,0.0010218187
0,1.351078e-16
0,1.1437188e-11
0,1.3090988e-18
0,2.2924338e-05
0,5.684997e-16
0,1.0578495e-19
0,0.00835218
0,6.7399587e-16
0,1.15882026e-10
0,1.3045537e-16
0,1.5113326e-20
0,0.002467963
0,3.4316492e-06
0,1.8301987e-13
0,2.8811549e-19
0,7.9036845e-08
0,6.77277e-08
0,1.0165806e-16
0,3.9212062e-12
0,3.6277878e-09
0,2.0928013e-13
0,9.15882e-31
0,3.3581532e-08
0,2.0771537e-05
0,1.345874e-21
0,7.229987e-06
0,4.256235e-08
0,9.286303e-26
0,1.0122873e-27
0,9.708663e-10
0,3.285075e-20
0,0.019851249
0,6.574917e-05
0,6.2303513e-09
0,1.5670815e-15
0,1.5777584e-15
0,4.0432722e-12
0,6.4062256e-28
0,6.4718473e-16
0,1.17620075e-05
0,2.673441e-18
0,2.7057754e-14
0,2.7232948e-15
0,0.14214744
0,1.5215824e-10
0,1.0660653e-05
1,0.82962674
0,1.6224293e-08
0,2.2095735e-14
0,1.8748479e-17
0,4.3853303e-09
0,1.3450873e-08
0,5.6791415e-17
0,2.4663393e-06
0,9.700054e-14
0,7.1206804e-11
0,2.3906401e-11
0,3.7215888e-17
0,1.3028848e-09
0,0.019901328
0,0.0018967586
0,3.00542e-09
0,0.08382779
0,1.4737258e-09
0,2.102636e-13
0,3.5173307e-14
0,0.003910317
0,1.3266755e-05
0,3.5173307e-14
0,8.27251e-15
0,5.037974e-12
0,4.937239e-10
0,3.0012346e-19
0,4.9353235e-19
0,1.4686232e-18
0,1.07620564e-13
0,3.5439254e-13
0,0.004257691
0,1.5837184e-12
0,2.2460641e-11
0,2.6825533e-18
0,1.0965768e-08
0,7.0800016e-10
0,2.9922323e-05
0,4.6841276e-07
0,0.0006701532
0,3.9699776e-13
0,3.817634e-06
0,7.538749e-14
0,0.014615188
0,1.614993e-14
0,1.1567362e-09
0,2.2777363e-07
0,4.7159726e-18
0,2.9611084e-15
0,8.472695e-11
0,8.188607e-10
0,2.2076978e-15
0,0.0001521891
0,0.0027434235
0,6.508958e-17
0,3.6034322e-08
0,5.363536e-07
0,6.623684e-15
0,9.5810454e-26
0,1.0054183e-11
0,9.633094e-13
0,1.1109748e-19
0,9.312007e-14
0,9.517896e-15
0,5.4344935e-11
0,6.420863e-11
0,2.0504192e-15
0,1.4989544e-08
0,8.0353145e-13
0,4.7736237e-24
0,2.6354929e-08
0,5.8824117e-19
0,5.207619e-13
0,1.7490815e-07
0,1.5080811e-17
0,6.002993e-17
0,1.0447604e-06
0,0.91944724
0,3.744561e-16
0,9.183202e-09
0,1.1437943e-20
0,8.974078e-14
0,6.7862924e-09
0,2.9910228e-15
0,1.0060418e-22
0,3.2826459e-12
0,0.42396182
0,0.30384216
0,1.794852e-08
0,8.452874e-37
0,2.5134005e-07
0,1.646325e-17
0,2.0475272e-15
0,4.306236e-22
0,0.00027875183
0,2.0028179e-19
0,4.628414e-13
0,1.1189962e-06
0,7.348305e-13
0,2.1781757e-06
0,7.389003e-14
0,7.614118e-12
0,4.1175132e-14
0,5.1616824e-29
0,8.3612006e-11
0,3.2498446e-09
0,1.4695001e-06
0,1.2458111e-09
0,0.34861183
0,1.532589e-18
0,2.4398536e-21
0,4.1871713e-16
0,0.33629578
0,6.020162e-12
0,9.508698e-11
0,2.634213e-18
0,7.439996e-15
0,4.650309e-08
0,2.3928718e-14
0,7.433289e-18
0,1.5942895e-20
0,1.3272786e-15
0,1.9754115e-11
0,3.485654e-18
0,5.274871e-19
0,3.3934341e-10
0,2.1414954e-09
0,9.85092e-08
0,2.4604722e-21
0,1.6773871e-10
0,4.1049864e-27
0,2.3847938e-10
0,7.751455e-18
0,6.072815e-36
0,8.812976e-12
0,6.025061e-25
0,1.5809848e-26
0,5.2309905e-14
0,3.2572616e-12
0,7.16508e-15
0,0.86231756
0,3.78832e-11
0,0.15867677
0,5.933468e-08
0,1.4578267e-20
0,4.8166825e-13
0,1.8759798e-05
0,2.9012105e-08
0,5.067935e-13
0,0.0002068502
0,5.884484e-24
0,1.439027e-05
0,0.0
0,1.194677e-22
0,2.240601e-14
0,7.7640525e-09
0,3.5876005e-10
0,0.00437836
0,1.861012e-15
0,3.424231e-15
0,4.4363414e-15
0,5.507714e-12
0,2.1455396e-12
0,9.584338e-18
0,1.0513665e-15
0,1.4729067e-22
0,9.381681e-05
0,1.0955858e-12
0,1.0923627e-18
0,1.2571426e-12
0,1.8634032e-18
0,1.5000641e-19
0,1.5155796e-23
0,6.4207145e-19
0,2.7918217e-13
0,8.974078e-14
0,1.3388438e-09
0,9.097833e-19
0,6.359138e-09
0,2.5285766e-18
0,1.3589078e-10
0,0.0074675255
0,2.69425e-14
0,3.5173307e-14
0,1.5485276e-13
0,1.380397e-10
0,4.3650983e-22
0,3.2339368e-19
0,0.0
0,3.4181565e-26
0,2.8416454e-09
0,1.898903e-17
0,1.330507e-16
0,1.2244665e-26
0,8.375988e-17
0,1.1641686e-13
0,1.4890376e-27
0,7.874834e-13
0,1.7459209e-10
0,2.6414445e-13
0,0.0076689473
0,0.029542418
0,8.918203e-07
0,1.6636822e-11
0,0.00039113784
0,0.74262255
0,2.529966e-18
0,7.086809e-18
0,7.5898413e-13
0,0.0030786144
0,3.895689e-08
0,8.225324e-19
0,2.6699089e-11
0,6.072815e-36
0,1.0364919e-17
0,0.49295902
0,1.6551662e-17
0,2.210929e-12
0,2.81084e-05
0,4.7742128e-14
0,1.2010235e-15
0,3.1284955e-08
0,5.1548387e-20
0,4.8534813e-12
0,5.9624426e-07
0,1.6976986e-12
0,2.1094375e-16
0,9.024263e-15
0,0.019084586
0,0.54320997
0,1.7450359e-13
0,1.7650974e-13
0,6.8222853e-19
0,2.2050938e-06
0,4.1156914e-14
0,3.7250945e-11
0,1.6256824e-11
0,3.838283e-28
0,1.6068194e-07
0,2.562599e-13
0,3.6134745e-07
0,7.03225e-14
0,1.6353389e-26
0,1.0908018e-17
0,1.079016e-08
0,1.1580578e-14
0,3.468552e-05
0,5.7162716e-11
0,5.423128e-17
0,1.6353521e-10
0,4.1038644e-17
0,3.260366e-14
0,9.730509e-08
0,3.877895e-24
0,1.3836393e-25
0,4.2918974e-17
0,4.1538067e-10
0,4.953738e-17
0,4.9366303e-16
0,1.583825e-11
0,8.362219e-34
0,8.202719e-06
0,1.6244626e-06
1,0.81951433
0,5.176454e-13
0,1.8700532e-34
0,1.587263e-19
0,2.2719091e-17
0,5.857498e-16
0,3.7116024e-20
0,1.6656187e-15
0,3.4703805e-12
0,8.767018e-13
0,4.287905e-09
0,3.6978987e-10
0,1.1280239e-09
0,5.4809137e-21
0,6.99023e-05
0,1.6489446e-05
0,0.0
0,9.969337e-06
0,3.5173307e-14
0,2.552503e-19
0,8.979266e-14
0,1.8084254e-08
0,6.250293e-11
0,2.0407083e-07
0,0.13412587
0,4.704139e-06
0,1.0428489e-18
0,2.8713534e-10
0,0.79382586
0,3.223326e-08
0,6.487043e-14
0,1.5480844e-17
0,5.5563145e-08
0,0.001683514
0,1.37623845e-17
0,1.4876594e-14
0,1.2107342e-15
0,4.3382854e-16
0,5.6481586e-10
0,7.489923e-09
0,6.741857e-10
0,1.2026471e-14
0,1.6706924e-09
0,0.008170598
0,1.380397e-10
0,4.8814265e-08
0,1.1687495e-05
0,0.0006317511
0,8.424169e-20
0,1.2133953e-11
0,2.141461e-18
0,2.5163178e-18
0,5.16445e-10
0,1.1834367e-15
0,0.0008171445
0,1.05681694e-19
0,2.4752346e-20
0,0.5763032
0,7.282493e-08
0,5.670099e-15
0,5.9291005e-12
0,2.4279642e-10
0,9.7299054e-14
0,1.5391474e-15
0,6.239189e-12
0,3.4974254e-12
0,0.0022869525
0,8.53768e-15
0,2.1791917e-05
0,1.3599453e-17
0,1.0941692e-17
0,9.493285e-13
1,0.8341122
0,3.1095577e-13
0,1.0327391e-05
0,2.3906401e-11
0,6.434575e-13
0,1.9410362e-10
0,2.5061124e-07
0,0.009654484
0,8.484962e-09
0,1.2352011e-10
0,2.6846523e-14
0,4.7811675e-17
0,6.797325e-07
0,7.831381e-17
0,7.3689147e-19
0,3.3530877e-21
0,1.0877936e-09
0,3.0155374e-09
