Label,Score
0,8.4309204e-07
0,0.0005059547
0,7.54382e-07
0,1.9116799e-06
0,2.2141772e-07
0,1.1996816e-08
0,7.557165e-06
0,3.9309867e-08
0,6.1645245e-08
0,1.5673821e-09
0,0.0006140794
0,4.3177317e-07
0,0.00017772769
0,2.3980633e-07
0,9.8694245e-06
0,1.1978628e-05
0,8.2884094e-07
0,2.0795303e-05
0,3.748943e-07
0,1.5184434e-06
0,2.077344e-06
0,0.000118670556
0,3.8881105e-08
0,1.9099396e-08
0,5.133691e-07
0,8.778615e-05
0,7.7705954e-07
0,3.459491e-06
0,5.8158056e-09
0,1.5279741e-07
0,2.2709409e-07
0,3.412943e-08
0,1.6562781e-06
0,1.4645266e-06
0,1.2296321e-05
0,4.2947013e-07
0,5.176563e-05
0,3.3731434e-05
0,1.3552405e-05
0,2.2849297e-05
0,5.4787866e-05
0,1.64456e-05
0,6.9902766e-05
0,1.4466115e-06
0,2.780741e-06
0,5.272293e-06
0,1.6917178e-06
0,1.0121995e-05
0,1.7861204e-07
0,4.975003e-06
0,3.457116e-05
0,3.9507864e-05
0,2.2928943e-07
0,2.4523976e-07
0,8.745887e-06
0,2.8169939e-07
0,1.5844853e-06
0,1.923476e-05
0,5.835776e-07
0,1.2714358e-07
0,1.1391545e-09
0,1.2264325e-05
0,9.7629905e-05
0,1.8196343e-06
0,2.365274e-05
0,8.891249e-07
0,9.676374e-08
0,1.4402556e-07
0,3.1860647e-08
0,7.731383e-06
0,1.3300465e-06
0,1.1424447e-05
0,1.7155442e-05
0,6.7510637e-06
0,5.250338e-08
0,0.00071928103
0,6.0832817e-06
0,4.2691788e-08
0,3.096315e-07
0,8.128358e-09
0,3.1616877e-05
0,1.2401534e-05
0,1.319298e-07
0,7.759371e-06
0,1.3258293e-05
0,3.312871e-06
0,2.0578236e-06
0,8.2731695e-08
0,5.2202264e-05
0,9.2881555e-07
0,1.5736843e-05
0,2.6487219e-06
0,0.000806824
0,2.141766e-08
0,7.310031e-06
0,1.6948412e-07
0,7.301255e-08
0,3.1500238e-06
0,2.1342998e-07
0,1.2867621e-06
0,2.6287764e-06
0,3.1500238e-06
0,1.03555685e-05
0,4.0774252e-05
0,2.1227254e-07
0,2.1660846e-05
0,4.690216e-07
0,8.8652723e-07
0,1.7299188e-08
0,4.5813746e-07
0,2.595468e-06
0,4.361324e-06
0,5.800935e-06
0,1.4050754e-06
0,1.6507116e-05
0,6.1645245e-08
0,5.100345e-06
0,1.2403271e-07
0,4.7192366e-06
0,2.5621479e-05
0,1.3029954e-07
0,2.3582137e-07
0,1.3361449e-05
0,4.4584635e-07
0,3.4397578e-07
0,8.215151e-06
0,1.6186141e-06
0,4.2245687e-09
0,5.394182e-06
0,0.0003037057
0,3.9650193e-05
0,1.7440159e-06
0,1.6820351e-07
1,0.30344677
0,3.7821312e-08
0,1.4051456e-05
0,1.6356585e-06
0,1.9673394e-06
0,2.5198733e-05
0,1.5090267e-06
0,1.1778151e-07
0,6.555135e-07
0,1.9272657e-05
0,4.6074547e-06
0,2.906941e-05
0,1.7696562e-05
0,5.102857e-07
0,1.764747e-06
0,1.5581835e-06
0,6.300204e-06
0,6.028216e-08
0,2.1131566e-06
0,3.2266926e-06
0,6.851279e-06
0,3.2844925e-06
0,5.7525153e-07
0,9.061297e-05
0,3.189122e-06
0,7.146242e-08
0,8.38704e-08
0,7.787859e-07
0,2.3557794e-07
0,0.00080511486
0,1.4583728e-05
0,2.407929e-05
0,3.565149e-05
0,2.120442e-06
0,1.2062541e-05
0,2.4583183e-05
0,7.8885313e-07
0,1.0560883e-06
0,2.5053503e-06
0,8.954449e-06
0,0.000101971054
0,7.315578e-05
0,1.0600796e-07
0,1.3833879e-07
0,9.1823085e-06
0,7.230231e-07
0,2.2919572e-05
0,3.7209468e-06
0,5.465319e-06
0,1.3490394e-07
0,9.1118864e-07
0,4.658083e-09
0,1.2174661e-07
0,4.828202e-07
0,1.7084857e-06
0,1.4262865e-06
0,2.5365307e-05
0,1.9792972e-06
0,4.2783845e-06
0,2.5597545e-05
0,0.00010091992
0,4.4867056e-06
0,2.0312614e-06
0,3.1844672e-07
0,6.163097e-05
0,4.2260003e-06
0,1.2009863e-06
0,1.4857548e-06
0,1.5602058e-06
0,2.4701507e-05
0,7.003385e-08
0,3.823504e-06
0,5.5169e-06
0,4.918183e-08
0,2.4898894e-09
0,6.1645245e-08
0,2.107244e-06
0,1.2007732e-06
0,1.3423204e-06
0,3.5614926e-07
0,3.1500238e-06
0,8.143014e-05
0,5.351922e-07
0,5.5318867e-07
0,6.1645245e-08
0,1.3431514e-06
0,1.0849161e-06
0,8.909435e-05
0,3.009606e-10
0,1.2282773e-05
0,3.0372203e-07
0,2.3649607e-08
0,2.8166172e-05
0,7.809977e-09
0,3.6082904e-05
0,9.903894e-07
0,6.988412e-06
0,2.2449492e-06
0,3.3312178e-06
0,8.3986197e-07
0,3.681807e-08
0,7.784504e-08
0,0.47516415
0,1.6609873e-07
0,7.571051e-06
0,8.876441e-06
0,6.893321e-07
0,6.24596e-05
0,6.709037e-08
0,0.00015060962
0,1.5893145e-06
0,1.9380683e-07
0,1.19749275e-05
0,2.8680615e-06
0,3.8435933e-06
0,8.428754e-06
0,1.4299815e-06
0,1.7640438e-06
0,1.5094008e-06
0,8.813434e-05
0,4.866353e-06
0,2.1115639e-07
0,7.4723324e-08
0,4.6085843e-05
0,5.0721934e-07
0,1.4695837e-05
0,1.4062933e-08
0,1.6660272e-06
0,3.4205485e-08
0,5.301888e-07
0,9.906445e-07
0,7.4311674e-06
0,3.7323098e-05
0,4.117334e-07
0,1.2285022e-05
0,2.8861764e-06
0,6.442464e-05
0,1.0999579e-05
0,1.0404581e-06
0,2.5698357e-06
0,0.3775371
0,1.1384219e-06
0,8.4253545e-05
0,1.000769e-07
0,3.283912e-07
0,7.030889e-05
0,3.400764e-06
0,7.990644e-06
0,8.944993e-05
0,1.8037554e-05
0,1.1736496e-07
0,0.0001961617
0,5.9258155e-06
0,3.392733e-07
0,7.6906654e-05
0,9.890588e-05
0,7.775016e-05
0,1.148717e-06
0,1.5463555e-06
0,1.1234723e-05
0,3.6972747e-08
0,4.5239513e-08
0,0.00019615964
0,1.2061908e-05
0,7.554153e-06
0,6.8887603e-06
0,4.986805e-09
0,7.329524e-08
0,8.26904e-06
0,1.709356e-06
0,6.1645245e-08
0,2.1537378e-06
0,1.8626204e-05
0,1.3086149e-10
0,1.5848237e-06
0,1.4655568e-10
0,0.0019422467
0,8.67764e-11
0,1.0666246e-05
0,7.257706e-07
0,6.1645245e-08
0,0.0003944741
1,0.9384155
0,9.543025e-06
0,2.1342998e-07
0,5.5397794e-07
0,2.1940098e-06
0,8.6579104e-07
0,7.691344e-09
0,4.254496e-09
0,1.6322414e-05
0,1.3462109e-05
0,1.8648938e-06
0,3.8521982e-08
0,4.5386702e-07
0,0.00015617316
0,7.3211518e-06
0,1.654499e-07
0,0.010351091
0,0.0002110514
0,2.299234e-09
0,5.1287046e-08
0,3.3577676e-06
0,3.593398e-05
0,0.00025114752
0,2.9704809e-06
0,3.7045598e-07
0,5.4818116e-07
0,3.8086846e-08
0,5.9110345e-08
0,1.539738e-05
0,9.791259e-05
0,1.5103627e-06
0,5.352933e-07
0,0.049935807
0,1.2825443e-05
0,0.00016371708
0,1.1391524e-09
0,8.469716e-07
0,1.1540156e-07
0,2.6116535e-08
0,3.4418097e-06
0,1.2395279e-05
1,0.70272994
0,3.3768426e-06
0,8.759518e-08
0,7.650423e-07
0,3.8219764e-06
0,2.5208255e-06
0,3.1960396e-06
0,3.378681e-05
0,0.00027336148
0,2.3833493e-06
0,9.18741e-08
0,5.338703e-10
0,3.50704e-06
0,1.3782785e-07
0,4.51936e-06
0,5.9540326e-07
0,2.3095413e-06
0,4.8093193e-06
0,3.5111505e-05
0,8.901701e-06
0,4.576895e-06
0,3.03552e-06
0,8.526905e-06
0,2.6304565e-06
0,1.37623065e-05
0,8.757263e-08
0,2.4662086e-10
0,7.2309874e-09
0,9.292269e-08
0,0.05275194
0,4.344982e-07
0,1.8278337e-05
0,7.1724463e-07
0,1.0357753e-06
0,3.6022364e-05
0,2.2229635e-08
0,6.1659457e-06
0,3.561e-07
0,3.7271084e-06
0,1.584063e-08
0,8.855936e-06
0,1.224224e-05
0,9.379749e-06
0,3.1881542e-09
0,5.1099763e-05
0,9.701893e-09
0,1.5581136e-07
0,4.114865e-07
0,7.130747e-07
0,2.0941338e-06
0,1.9881288e-07
0,5.036673e-07
0,3.6057358e-07
0,2.5803884e-06
0,7.933635e-08
0,1.4052202e-06
0,1.696162e-06
0,1.8742278e-07
0,3.103839e-05
0,6.6888264e-05
0,8.0048754e-05
0,3.4831844e-06
0,1.4032875e-07
0,4.2769437e-09
0,4.917395e-07
0,3.214061e-06
0,4.1544477e-06
0,0.00034452998
0,1.2132287e-07
0,2.7254616e-06
0,1.0579123e-07
0,4.0999585e-06
0,1.2128393e-06
0,2.114449e-08
0,0.00030404114
0,7.9426345e-06
0,9.435472e-06
0,2.0619755e-09
0,1.9380273e-06
0,7.3423615e-07
0,1.7119972e-06
0,1.3942474e-06
0,9.114137e-06
0,8.321917e-05
0,3.3640947e-06
0,4.167969e-08
0,1.3943358e-05
0,1.3874397e-05
0,4.114239e-06
0,2.3248244e-06
0,8.960455e-06
0,1.110175e-06
0,8.171737e-06
0,7.88632e-07
0,1.2375674e-06
0,1.0829645e-08
0,1.0269981e-07
0,5.805296e-06
0,4.5770513e-08
0,0.0007655965
0,6.977083e-05
0,1.58243e-07
0,8.9383e-05
0,2.8958648e-06
0,1.9328723e-05
0,6.1091005e-06
0,3.0248078e-08
0,7.084533e-08
0,6.279857e-06
0,0.019618643
0,8.18662e-06
0,0.04163671
0,5.5959867e-06
0,5.878759e-06
0,4.919618e-06
0,6.6424445e-06
0,8.03836e-07
0,1.5348398e-05
0,9.478212e-05
0,1.553757e-05
0,7.404904e-07
0,1.7816371e-06
0,1.2374614e-08
0,1.6600261e-07
0,4.6117453e-05
0,6.05337e-05
0,4.530035e-05
0,7.8859004e-05
0,2.204623e-06
0,6.3024395e-06
0,9.592835e-08
0,5.5323286e-05
0,7.736e-06
0,2.866686e-06
0,6.212084e-06
0,0.00016166491
0,1.7503893e-06
0,2.5628828e-09
0,8.27225e-09
0,1.7604473e-06
0,9.384921e-05
0,5.5326873e-05
0,1.3468515e-07
0,9.535606e-07
0,1.6743796e-05
0,3.4133775e-06
0,1.4487746e-05
0,6.1220704e-09
0,6.168918e-05
0,1.8287503e-06
0,9.524972e-07
0,0.005493063
0,6.0185025e-06
0,9.175175e-07
0,4.3002892e-05
0,1.004978e-06
0,2.1737453e-06
0,1.3376292e-06
0,0.00011808831
0,2.7416506e-06
0,0.0007443445
0,2.6432556e-08
0,9.992286e-07
0,1.4214661e-05
0,6.9960543e-06
0,3.1818025e-05
0,3.209335e-06
0,9.043719e-07
0,7.3577615e-07
0,1.0441559e-06
0,2.9620698e-05
0,5.481652e-06
0,2.7907752e-06
0,3.1493134e-11
0,3.7661364e-05
0,6.810861e-07
0,1.1495464e-05
0,1.7854694e-06
0,3.4263157e-06
0,4.057123e-06
0,5.213635e-07
0,4.7192366e-06
0,4.8252557e-05
0,5.7124553e-06
0,1.7312432e-05
0,5.8611595e-06
0,1.7456252e-05
0,0.0040121833
0,7.5157135e-07
0,4.903332e-06
0,1.1284291e-08
0,1.3726888e-05
0,6.0513834e-08
0,1.8725841e-07
0,1.31671065e-08
0,1.7185263e-05
0,3.0816445e-05
0,3.5077014e-07
0,4.492327e-06
0,7.8747314e-07
0,2.2928943e-07
0,3.2529414e-07
0,7.679629e-06
0,7.4110363e-07
0,1.8127754e-06
0,1.2141423e-06
0,1.1711027e-05
0,4.824262e-08
0,7.5928426e-08
0,1.2655395e-05
0,4.7746553e-08
0,2.1943115e-10
0,1.9807643e-05
0,1.2424228e-05
0,6.1767105e-06
0,4.87486e-05
0,1.2068602e-06
0,1.1221793e-07
0,0.0001521875
0,7.210022e-07
0,5.032352e-07
0,0.0023880918
0,1.7266413e-05
0,6.7032874e-10
0,8.0042724e-07
0,9.900532e-07
0,1.0200088e-06
0,3.5687786e-05
0,8.277482e-06
0,2.172394e-06
0,3.4725474e-06
0,2.1768685e-07
0,1.5568882e-07
0,1.9270083e-05
0,6.012348e-07
0,1.3990744e-06
0,9.057987e-07
0,2.9631667e-06
0,0.0008600033
0,6.014767e-06
0,3.644226e-08
0,1.0595904e-05
0,3.4706768e-06
0,5.9832614e-06
0,1.4780481e-07
0,2.2619565e-06
0,1.9807179e-07
0,1.5383377e-07
0,3.390895e-05
0,1.719763e-08
0,2.3181354e-05
0,2.0962382e-08
0,7.526296e-06
0,9.147043e-06
0,4.1720105e-07
0,7.407821e-07
0,1.1391545e-09
0,4.181394e-08
0,1.1509482e-05
0,3.008289e-06
0,3.856437e-06
0,4.7872545e-05
0,1.7613893e-06
0,1.1225604e-07
0,2.6357691e-05
0,2.6191163e-08
0,1.4786855e-07
0,1.2876268e-05
0,3.760161e-06
0,5.261338e-06
0,3.010809e-08
0,0.14732458
0,8.458084e-07
0,3.5174915e-05
0,1.828547e-05
0,2.6624916e-06
0,3.238466e-06
0,5.5236846e-08
0,1.1227783e-05
0,8.228967e-06
0,1.0639227e-06
0,2.9641422e-08
0,1.3777695e-05
0,2.6276834e-06
0,4.1204667e-06
0,1.07173705e-07
0,2.2495838e-07
0,8.9716195e-05
0,5.409838e-06
0,0.00056952366
0,2.9522084e-06
0,2.2931226e-06
0,1.627437e-09
0,2.42265e-07
0,6.6929338e-06
0,0.0004628762
0,4.8227303e-06
0,4.0472692e-08
0,4.826172e-06
0,4.3197005e-07
0,6.359856e-08
0,3.510758e-09
0,1.0760261e-05
0,4.115412e-06
0,3.3881797e-08
0,1.9503314e-07
0,0.00026524696
0,3.0075377e-08
0,1.7211965e-05
0,5.289933e-07
0,1.365464e-06
0,0.00070641673
0,2.0544006e-07
0,3.682917e-07
0,1.460844e-06
0,6.58664e-05
0,9.859555e-07
0,0.00010145109
0,1.4472545e-06
0,1.9683378e-06
0,2.0720107e-07
0,1.1705806e-06
0,7.664678e-07
0,1.4298233e-06
0,1.9842136e-07
1,0.39099595
0,3.32364e-06
0,4.5287905e-07
0,5.310067e-09
0,1.0543292e-06
0,7.258309e-08
0,8.0676225e-05
0,1.8736982e-05
0,7.2811525e-07
0,5.082315e-05
0,3.4533365e-05
0,8.853058e-08
0,7.92506e-08
0,0.00032978467
0,1.3626931e-06
0,0.00064273726
0,1.4009504e-06
0,4.2018513e-05
0,1.0596652e-05
0,2.518771e-06
0,1.1343975e-07
0,6.1645245e-08
0,6.8407803e-06
0,6.9884522e-06
0,6.3546095e-06
